Date,000001.SS,FTSEMIB.MI,XU100.IS,^AEX,^ATX,^AXJO,^BFX,^BSESN,^BUK100P,^BVSP,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^GSPTSE,^HSI,^IBEX,^IXIC,^JKSE,^KS11,^MERV,^MXX,^N225,^NSEI,^NYA,^RUT,^SSMI,^STI,^STOXX50E,^TWII,^VIX,^XAX
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05,0.0,-0.049242028227914236,0.01174486382753992,-0.02685421135424748,-0.028470295329632078,0.0026490374367529324,-0.022385415291104604,-0.001634403360832537,-0.020931502428060966,-0.020510389182058053,-0.018580161789765737,-0.03314218326751783,-0.019945571530990525,-0.029859535133418214,-0.018278105145113743,-0.024468438101697076,8.233633634890936e-07,-0.034538335317129354,-0.015706202164824656,-0.004343856389624756,-0.005549065494586114,-0.06265143648321214,-0.02412647149392111,0.0,-0.0020308386436523884,-0.020611382595870364,-0.014556283392919145,0.0,-0.012552715545493198,0.0,0.0,0.11973013216134865,-0.019992108536978304
2015-01-06,0.0002766741335407108,-0.002474158786012759,0.005169865258760176,-0.006107971360084119,0.0,-0.015687210440509358,-0.005582629445179843,-0.030703596733502314,-0.005313534394132513,0.010185828229896776,-0.007428428903747397,-0.006776313484515906,-0.00790067221987778,-0.000369464882074344,-0.008893471722946522,-0.01013711038547982,-0.009945068535063273,-0.012228224622204964,-0.012859471669250278,-0.009757782269146476,-0.017382251769868184,-0.008124076809453484,0.00559714312842563,-0.03018727154823264,-0.029963988501869876,-0.00874928099703709,-0.016963573374814578,-0.007202255953045578,-0.013920126226514506,0.0,-0.024344173721964624,0.06024100192487092,-0.009989837990647343
2015-01-07,0.0067159239143144145,-0.0011023535247753902,-0.0015303257362692113,0.006806549051611155,0.0045661964293681745,-0.0020876281387917084,0.0011253347402122582,-0.0029139690162821585,0.006473094588384853,0.03045769879794169,0.01225439271082096,0.007158070397636829,0.008371916231445953,0.005123682418315401,0.01162984267174294,0.002681317617724277,0.008339203278631357,0.0020565896543687234,0.012569833590121648,0.007362678117958099,0.0007330898130668562,0.023330851327872937,0.01172335945318892,0.00012679032039186744,-0.0031067936900222026,0.010676286475617136,0.012623598668495939,0.0029703579340183417,0.005000123857507477,0.0012074024405341888,0.0035088389586352964,-0.08570081919356187,0.0028994453370190243
2015-01-08,-0.0238586668495937,0.036914418142691696,0.010521269369398123,0.02884175023854274,0.01474000232449657,0.005211428166994381,0.027988305699282234,0.0135974234749352,0.02499221101434035,0.00970422335887422,0.018388310741181524,0.03585452038859427,0.023396398623338532,0.033560058178141006,0.017888280629516196,0.012089618152782533,0.0065144140462465305,0.022605477617056557,0.01843248587828672,0.0009045588226743728,0.011051989216149138,0.018069366965801636,0.01407136116235197,0.01668723856426313,0.016353724358093125,0.01631768484644769,0.017143323963989987,0.026835738854236846,0.014173710109701032,0.03577718892455484,0.0173942287826514,-0.11910923359252923,0.015424444527576409
2015-01-09,-0.002442402503306851,-0.03272669220945079,-0.00046987469740789045,-0.017680314975851874,-0.010138622987059365,0.015627631265678676,-0.010669412835404124,0.00673407400341941,-0.013645788424467287,-0.02208517710189617,-0.009520954093483525,-0.019041432026085436,-0.01048704754090568,-0.01922320002565092,-0.008403811034715436,-0.005035365494098665,0.0035417682915086512,-0.03914981535565154,-0.006781847346680303,0.0009281009402057894,0.010526829864179632,0.007742703990470501,-0.0004692772200364237,0.0017842769059412955,0.006059844193054609,-0.008252354279521423,-0.008736467716064733,-0.0037189699844311086,-0.0019940049210415145,-0.029402813798740435,-0.0024302039176717916,0.03174597301073678,-0.003589058226887598
2015-01-12,-0.017074324175703315,0.009462507564504508,0.0024678681111811596,0.006785551502846987,-0.0011499361209745818,-0.00784907449817751,0.0030139983311017193,0.004621127244350154,0.0015748605846443997,-0.014332514332514368,-0.005442142862884469,0.011765874279318078,4.611599313908421e-05,0.013826023799036191,-0.008093685160912578,-0.008335156126846877,0.00445284050463246,0.008076970766196956,-0.008367193675273943,-0.005507654272822071,-0.0019483556373121047,-0.03049645390070921,-0.014195249964124135,0.0,0.004647232784114941,-0.006597630082698758,-0.004714668070133432,0.005191202239925863,0.0019320255224235527,0.013566016175911466,-0.004045371316341084,0.11680918709558497,-0.005501439630016591
2015-01-13,0.0018533669587952328,0.01961959779824518,0.005107817576775142,0.012858212843202432,0.005113132887174965,-0.003319379525270394,0.015856424047744566,-0.005783487535594545,0.007646449047023607,-0.0020357291233901176,-0.0015396180958823225,0.014672664593860407,0.006275616572061882,0.01626469326220925,-0.0025785552362955766,-0.005453894475113907,0.007887543909107952,0.01719828200581497,-0.0006881373042226802,0.005093616869879858,-0.0019833606394135117,0.003048037064130593,-0.007240638451441073,-0.006397328499241017,-0.002835469106692301,-0.0016709620802565217,0.00046610753760845114,0.014493673661457818,-0.0011419880299275986,0.01610806661167219,0.005828992941028233,0.04897954417287975,0.0030540687349815965
2015-01-14,-0.003976141190856208,-0.015981613127371896,-0.00849247283824106,-0.012883791176208192,-0.015924469720230428,-0.00945475156985931,-0.010759437412240835,-0.0028772307939040065,-0.02362193033683402,-0.008242787560884257,-0.010593461846726937,-0.01562591582329831,-0.023493655150239268,-0.01246553886681423,-0.005813067327385291,-0.007245954330119764,-0.004268715676000512,-0.01204095099211444,-0.004758162776198671,-0.010488462382349906,-0.0018151936959013293,0.024067096146833666,-0.011910888939848485,-0.017073673651614607,-0.0026327909136885097,-0.005416573090182508,-0.0030322164336887836,-0.00941559039110862,-0.004462688882583499,-0.014100880075093358,-0.005586079811114031,0.04474708658518822,-4.197987750864662e-06
2015-01-15,0.03538255860133521,0.023628462791960958,0.002047621154933177,0.016709346631419653,0.008915743599891446,-0.00414677878577796,0.013658998330180028,0.026647722127201234,0.01341292957559248,0.007975485874994748,-0.006104226649646383,0.023669020796846407,0.017265368190889863,0.02195462110141655,-0.009247875921837956,-0.0030246645051255072,0.009883237425065694,0.013863511617494995,-0.014765095444036369,0.005629063456523253,0.00025081804509530237,0.005697329376854521,0.0003550337591833319,0.01861985047558412,0.026167234392820093,-0.004810060828228879,-0.018988069039528876,-0.08671151168860836,0.0038122568115519506,0.02190854921673857,-0.0016492716940021968,0.04236498448814063,0.003216798410655697
